Period,Number,Big/Small,Color,Premium
20250705100011121,1,Small,green,83841
20250705100011122,4,Small,red,86234
20250705100011123,7,Big,green,55637
20250705100011124,4,Small,red,19064
20250705100011125,0,Small,"red,violet",55580
20250705100011126,7,Big,green,32337
20250705100011127,7,Big,green,79067
20250705100011128,7,Big,green,57887
20250705100011129,5,Big,"green,violet",35125
20250705100011130,0,Small,"red,violet",87170
20250705100011131,8,Big,red,15868
20250705100011132,5,Big,"green,violet",34795
20250705100011133,3,Small,green,26963
20250705100011134,1,Small,green,55051
20250705100011135,4,Small,red,75034
20250705100011136,2,Small,red,57182
20250705100011137,3,Small,green,97603
20250705100011138,4,Small,red,91834
20250705100011139,8,Big,red,71588
20250705100011140,2,Small,red,62742
20250705100011141,2,Small,red,87892
20250705100011142,3,Small,green,79543
20250705100011143,5,Big,"green,violet",70755
20250705100011144,8,Big,red,18018
20250705100011145,7,Big,green,24777
20250705100011146,2,Small,red,91752
20250705100011147,2,Small,red,28272
20250705100011148,5,Big,"green,violet",15005
20250705100011149,4,Small,red,30394
20250705100011150,5,Big,"green,violet",85135
20250705100011151,9,Big,green,37439
20250705100011152,4,Small,red,15984
20250705100011153,1,Small,green,31911
20250705100011154,8,Big,red,88408
20250705100011155,7,Big,green,22357
20250705100011156,9,Big,green,55299
20250705100011157,9,Big,green,39499
20250705100011158,1,Small,green,82481
20250705100011159,9,Big,green,69459
20250705100011160,7,Big,green,46777
20250705100011161,7,Big,green,75757
20250705100011162,2,Small,red,81152
20250705100011163,4,Small,red,13194
20250705100011164,3,Small,green,78053
20250705100011165,2,Small,red,84972
20250705100011166,6,Big,red,94226
20250705100011167,5,Big,"green,violet",98265
20250705100011168,8,Big,red,11258
20250705100011169,7,Big,green,86277
20250705100011170,3,Small,green,17723
20250705100011171,5,Big,"green,violet",59485
20250705100011172,9,Big,green,14499
20250705100011173,6,Big,red,91006
20250705100011174,8,Big,red,77998
20250705100011175,4,Small,red,80404
20250705100011176,1,Small,green,61711
20250705100011177,3,Small,green,52723
20250705100011178,2,Small,red,87562
20250705100011179,7,Big,green,26057
20250705100011180,3,Small,green,66463
20250705100011181,9,Big,green,14889
20250705100011182,6,Big,red,44796
20250705100011183,4,Small,red,83414
20250705100011184,1,Small,green,65521
20250705100011185,5,Big,"green,violet",23065
20250705100011186,9,Big,green,33309
20250705100011187,3,Small,green,22353
20250705100011188,6,Big,red,28056
20250705100011189,7,Big,green,41407
20250705100011190,1,Small,green,91581
20250705100011191,0,Small,"red,violet",41630
20250705100011192,5,Big,"green,violet",90165
20250705100011193,1,Small,green,51781
20250705100011194,3,Small,green,75963
20250705100011195,4,Small,red,14354
20250705100011196,7,Big,green,80597
20250705100011197,4,Small,red,98474
20250705100011198,2,Small,red,75092
20250705100011199,0,Small,"red,violet",49710
20250705100011200,9,Big,green,91839
20250705100011201,6,Big,red,28116
20250705100011202,6,Big,red,73756
20250705100011203,7,Big,green,68607
20250705100011204,4,Small,red,34894
20250705100011205,5,Big,"green,violet",99595
20250705100011206,9,Big,green,83119
20250705100011207,9,Big,green,43029
20250705100011208,0,Small,"red,violet",80980
20250705100011209,5,Big,"green,violet",85345
20250705100011210,5,Big,"green,violet",37125
20250705100011211,7,Big,green,72667
20250705100011212,1,Small,green,51741
20250705100011213,9,Big,green,66929
20250705100011214,6,Big,red,34126
20250705100011215,9,Big,green,27949
20250705100011216,8,Big,red,85918
20250705100011217,0,Small,"red,violet",71170
20250705100011218,1,Small,green,65161
20250705100011219,2,Small,red,55582
20250705100011220,9,Big,green,15509
20250705100011221,2,Small,red,84722
20250705100011222,8,Big,red,10048
20250705100011223,9,Big,green,82129
20250705100011224,5,Big,"green,violet",18345
20250705100011225,8,Big,red,67068
20250705100011226,7,Big,green,35587
20250705100011227,5,Big,"green,violet",92185
20250705100011228,0,Small,"red,violet",86320
20250705100011229,0,Small,"red,violet",30030
20250705100011230,7,Big,green,44517
20250705100011231,7,Big,green,80597
20250705100011232,7,Big,green,43367
20250705100011233,9,Big,green,65569
20250705100011234,3,Small,green,27223
20250705100011235,6,Big,red,48246
20250705100011236,8,Big,red,52808
20250705100011237,7,Big,green,76507
20250705100011238,5,Big,"green,violet",45275
20250705100011239,3,Small,green,26303
20250705100011240,1,Small,green,88001
20250705100011241,6,Big,red,71266
20250705100011242,8,Big,red,93018
20250705100011243,3,Small,green,99373
20250705100011244,5,Big,"green,violet",94585
20250705100011245,6,Big,red,77776
20250705100011246,7,Big,green,81887
20250705100011247,7,Big,green,48227
20250705100011248,2,Small,red,98882
20250705100011249,8,Big,red,33718
20250705100011250,8,Big,red,83648
20250705100011251,2,Small,red,14142
20250705100011252,4,Small,red,21994
20250705100011253,4,Small,red,91634
20250705100011254,9,Big,green,74079
20250705100011255,9,Big,green,95919
20250705100011256,4,Small,red,62164
20250705100011257,8,Big,red,24028
20250705100011258,5,Big,"green,violet",58485
20250705100011259,1,Small,green,11201
20250705100011260,3,Small,green,12073
20250705100011261,7,Big,green,35647
20250705100011262,3,Small,green,11073
20250705100011263,7,Big,green,36797
20250705100011264,2,Small,red,72572
20250705100011265,5,Big,"green,violet",88845
20250705100011266,7,Big,green,91517
20250705100011267,6,Big,red,26516
20250705100011268,2,Small,red,18452
20250705100011269,9,Big,green,54359
20250705100011270,1,Small,green,54271
20250705100011271,9,Big,green,35179
20250705100011272,0,Small,"red,violet",18420
20250705100011273,1,Small,green,46481
20250705100011274,9,Big,green,18039
20250705100011275,1,Small,green,88461
20250705100011276,6,Big,red,57266
20250705100011277,9,Big,green,18529
20250705100011278,3,Small,green,81693
20250705100011279,1,Small,green,46721
20250705100011280,1,Small,green,81021
20250705100011281,5,Big,"green,violet",55705
20250705100011282,9,Big,green,83749
20250705100011283,6,Big,red,58666
20250705100011284,6,Big,red,66146
20250705100011285,8,Big,red,17628
20250705100011286,3,Small,green,23383
20250705100011287,5,Big,"green,violet",57785
20250705100011288,7,Big,green,20857
20250705100011289,1,Small,green,48631
20250705100011290,0,Small,"red,violet",82040
20250705100011291,9,Big,green,36809
20250705100011292,5,Big,"green,violet",71255
20250705100011293,0,Small,"red,violet",95220
20250705100011294,6,Big,red,93256
20250705100011295,6,Big,red,78046
20250705100011296,7,Big,green,79427
20250705100011297,5,Big,"green,violet",49365
20250705100011298,0,Small,"red,violet",68860
20250705100011299,7,Big,green,51337
20250705100011300,5,Big,"green,violet",75115
20250705100011301,6,Big,red,85926
20250705100011302,5,Big,"green,violet",98685
20250705100011303,3,Small,green,13493
20250705100011304,6,Big,red,92896
20250705100011305,8,Big,red,36208
20250705100011306,8,Big,red,58008
20250705100011307,7,Big,green,48177
20250705100011308,1,Small,green,57651
20250705100011309,1,Small,green,12891
20250705100011310,3,Small,green,65313
20250705100011311,2,Small,red,93842
20250705100011312,8,Big,red,69098
20250705100011313,3,Small,green,50863
20250705100011314,3,Small,green,43943
20250705100011315,0,Small,"red,violet",62310
20250705100011316,2,Small,red,31542
20250705100011317,9,Big,green,57479
20250705100011318,3,Small,green,46113
20250705100011319,8,Big,red,58568
20250705100011320,9,Big,green,52069
20250705100011321,0,Small,"red,violet",47680
20250705100011322,1,Small,green,18651
20250705100011323,0,Small,"red,violet",10610
20250705100011324,3,Small,green,25223
20250705100011325,1,Small,green,34911
20250705100011326,1,Small,green,88981
20250705100011327,4,Small,red,16114
20250705100011328,0,Small,"red,violet",32300
20250705100011329,5,Big,"green,violet",91235
20250705100011330,7,Big,green,86217
20250705100011331,7,Big,green,93207
20250705100011332,7,Big,green,17607
20250705100011333,3,Small,green,60263
20250705100011334,2,Small,red,67912
20250705100011335,4,Small,red,38094
20250705100011336,4,Small,red,76414
20250705100011337,5,Big,"green,violet",95105
20250705100011338,0,Small,"red,violet",34050
20250705100011339,8,Big,red,28418
20250705100011340,0,Small,"red,violet",95690
20250705100011341,7,Big,green,71627
20250705100011342,2,Small,red,64222
20250705100011343,6,Big,red,12166
20250705100011344,0,Small,"red,violet",26920
20250705100011345,0,Small,"red,violet",14690
20250705100011346,7,Big,green,63807
20250705100011347,9,Big,green,84299
20250705100011348,1,Small,green,99431
20250705100011349,5,Big,"green,violet",18875
20250705100011350,1,Small,green,33601
20250705100011351,4,Small,red,24134
20250705100011352,0,Small,"red,violet",39490
20250705100011353,8,Big,red,50578
20250705100011354,8,Big,red,16558
20250705100011355,6,Big,red,33216
20250705100011356,5,Big,"green,violet",43385
20250705100011357,7,Big,green,12697
20250705100011358,4,Small,red,46884
20250705100011359,8,Big,red,62288
20250705100011360,6,Big,red,75386
20250705100011361,0,Small,"red,violet",96250
20250705100011362,6,Big,red,74356
20250705100011363,3,Small,green,23783
20250705100011364,8,Big,red,92908
20250705100011365,8,Big,red,19808
20250705100011366,2,Small,red,62232
20250705100011367,5,Big,"green,violet",34555
20250705100011368,6,Big,red,11576
20250705100011369,9,Big,green,82759
20250705100011370,0,Small,"red,violet",21010
20250705100011371,6,Big,red,61936
20250705100011372,4,Small,red,46624
20250705100011373,7,Big,green,66697
20250705100011374,2,Small,red,54962
20250705100011375,4,Small,red,50474
20250705100011376,0,Small,"red,violet",39330
20250705100011377,8,Big,red,14048
20250705100011378,8,Big,red,47828
20250705100011379,5,Big,"green,violet",11805
20250705100011380,6,Big,red,28746
20250705100011381,2,Small,red,15602
20250705100011382,0,Small,"red,violet",93040
20250705100011383,3,Small,green,27563
20250705100011384,1,Small,green,60151
20250705100011385,2,Small,red,68722
20250705100011386,9,Big,green,22519
20250705100011387,1,Small,green,68781
20250705100011388,0,Small,"red,violet",83090
20250705100011389,6,Big,red,85556
20250705100011390,7,Big,green,56867
20250705100011391,1,Small,green,47731
20250705100011392,0,Small,"red,violet",20310
20250705100011393,4,Small,red,25374
20250705100011394,9,Big,green,52469
20250705100011395,2,Small,red,43292
20250705100011396,1,Small,green,31551
20250705100011397,5,Big,"green,violet",86955
20250705100011398,5,Big,"green,violet",43725
20250705100011399,9,Big,green,75159
20250705100011400,3,Small,green,54013
20250705100011401,3,Small,green,94273
20250705100011402,3,Small,green,60253
20250705100011403,1,Small,green,79401
20250705100011404,4,Small,red,45684
20250705100011405,7,Big,green,38957
20250705100011406,9,Big,green,51669
20250705100011407,5,Big,"green,violet",50335
20250705100011408,9,Big,green,35359
20250705100011409,5,Big,"green,violet",22215
20250705100011410,3,Small,green,28683
20250705100011411,3,Small,green,99273
20250705100011412,2,Small,red,71762
20250705100011413,6,Big,red,56426
20250705100011414,2,Small,red,76542
20250705100011415,6,Big,red,82686
20250705100011416,0,Small,"red,violet",84730
20250705100011417,8,Big,red,26818
20250705100011418,1,Small,green,48701
20250705100011419,3,Small,green,59073
20250705100011420,1,Small,green,25361
20250705100011421,3,Small,green,55483
20250705100011422,3,Small,green,36443
20250705100011423,2,Small,red,88422
20250705100011424,9,Big,green,26279
20250705100011425,6,Big,red,55926
20250705100011426,5,Big,"green,violet",24475
20250705100011427,2,Small,red,77112
20250705100011428,5,Big,"green,violet",32855
20250705100011429,7,Big,green,69967
20250705100011430,4,Small,red,47494
20250705100011431,7,Big,green,93537
20250705100011432,6,Big,red,24146
20250705100011433,4,Small,red,64064
20250705100011434,4,Small,red,27514
20250705100011435,8,Big,red,45448
20250705100011436,9,Big,green,78949
20250705100011437,4,Small,red,66884
20250705100011438,9,Big,green,54589
20250705100011439,4,Small,red,85884
20250705100011440,8,Big,red,80228
20250706100010001,2,Small,red,90172
20250706100010002,3,Small,green,40213
20250706100010003,5,Big,"green,violet",64945
20250706100010004,1,Small,green,82231
20250706100010005,5,Big,"green,violet",51855
20250706100010006,2,Small,red,94422
20250706100010007,4,Small,red,37544
20250706100010008,8,Big,red,98118
20250706100010009,6,Big,red,20446
20250706100010010,5,Big,"green,violet",28565
20250706100010011,0,Small,"red,violet",77260
20250706100010012,6,Big,red,26856
20250706100010013,3,Small,green,51533
20250706100010014,6,Big,red,35046
20250706100010015,8,Big,red,59808
20250706100010016,8,Big,red,52018
20250706100010017,7,Big,green,96207
20250706100010018,4,Small,red,90864
20250706100010019,6,Big,red,56376
20250706100010020,4,Small,red,53184
20250706100010021,4,Small,red,79064
20250706100010022,8,Big,red,60448
20250706100010023,2,Small,red,74162
20250706100010024,3,Small,green,45753
20250706100010025,4,Small,red,87534
20250706100010026,0,Small,"red,violet",95590
20250706100010027,1,Small,green,95021
20250706100010028,6,Big,red,45496
20250706100010029,7,Big,green,57457
20250706100010030,6,Big,red,79866
20250706100010031,2,Small,red,93972
20250706100010032,6,Big,red,83726
20250706100010033,8,Big,red,75758
20250706100010034,6,Big,red,31726
20250706100010035,1,Small,green,24151
20250706100010036,9,Big,green,15509
20250706100010037,6,Big,red,47976
20250706100010038,4,Small,red,59784
20250706100010039,6,Big,red,92976
20250706100010040,0,Small,"red,violet",83030
20250706100010041,3,Small,green,71603
20250706100010042,4,Small,red,91664
20250706100010043,3,Small,green,18203
20250706100010044,2,Small,red,32392
20250706100010045,3,Small,green,18443
20250706100010046,8,Big,red,99748
20250706100010047,3,Small,green,65663
20250706100010048,1,Small,green,63711
20250706100010049,3,Small,green,80363
20250706100010050,9,Big,green,36119
20250706100010051,0,Small,"red,violet",61370
20250706100010052,7,Big,green,51537
20250706100010053,9,Big,green,74899
20250706100010054,0,Small,"red,violet",68570
20250706100010055,8,Big,red,74538
20250706100010056,1,Small,green,15181
20250706100010057,8,Big,red,32068
20250706100010058,7,Big,green,97717
20250706100010059,6,Big,red,34576
20250706100010060,2,Small,red,63542
20250706100010061,0,Small,"red,violet",34400
20250706100010062,5,Big,"green,violet",78885
20250706100010063,8,Big,red,17718
20250706100010064,9,Big,green,11019
20250706100010065,3,Small,green,21903
20250706100010066,2,Small,red,39132
20250706100010067,2,Small,red,46962
20250706100010068,6,Big,red,65586
20250706100010069,2,Small,red,42122
20250706100010070,9,Big,green,51739
20250706100010071,3,Small,green,32113
20250706100010072,3,Small,green,56723
20250706100010073,6,Big,red,52306
20250706100010074,2,Small,red,55812
20250706100010075,3,Small,green,89513
20250706100010076,4,Small,red,37064
20250706100010077,1,Small,green,40831
20250706100010078,5,Big,"green,violet",37555
20250706100010079,8,Big,red,85688
20250706100010080,5,Big,"green,violet",16245
20250706100010081,5,Big,"green,violet",45575
20250706100010082,3,Small,green,86693
20250706100010083,0,Small,"red,violet",36160
20250706100010084,6,Big,red,52766
20250706100010085,6,Big,red,20016
20250706100010086,7,Big,green,95177
20250706100010087,7,Big,green,45747
